SampleName	cluster	silhouetteValue	unmapped_cluster
DLBCL_RICOVER_111	1	0.121094983494125	5
DLBCL_MC_F132_MLM	1	0.126536814803568	5
DLBCL_MC_F648_JKW	1	-0.0579821382155318	5
DLBCL_LS1757	1	0.0446056230351708	5
DLBCL_RICOVER_473	1	0.0597101422683931	5
DLBCL_LS2978	1	0.0775871893779894	5
DLBCL_RICOVER_865	1	-0.0156079097970338	5
DLBCL_MC_F307_JPS	1	0.0599988926979493	5
DLBCL_LS3866	1	-0.0318355320412191	5
DLBCL_C_D_1109_NULLPAIR	1	0.0851809798773985	5
DFCIDL001_DT	1	0.0071033784166207	5
DLBCL_RICOVER_290	1	0.0526166407355293	5
DLBCL_RICOVER_451	1	-0.0616763116045185	5
DLBCL_LS2367	1	0.037417816386358	5
DLBCL_RICOVER_1150	1	0.0494170277297213	5
DLBCL_RICOVER_1144	1	-0.0520837082694431	5
DLBCL_C_D_1158_NULLPAIR	1	-0.0482975902637773	5
DLBCL_RICOVER_978	1	-0.0315850894592966	5
DLBCL_RICOVER_181	1	-0.0008617485602196	5
DLBCL_C_D_1129_NULLPAIR	1	0.0713704078535471	5
DLBCL_LS4323	1	0.0611612826720366	5
DLBCL_RICOVER_829	1	0.0748767953797412	5
DLBCL_C_D_1155_NULLPAIR	1	0.171851210779114	5
DLBCL_RICOVER_826	1	0.10476287180857	5
DLBCL_LS3808	1	0.162727233526212	5
DFCIDL010_DT	1	0.172247978121554	5
DLBCL_RICOVER_258	1	-0.0317730169014693	5
DLBCL_C_D_1123_NULLPAIR	1	0.0939509971661008	5
DLBCL_LS2154	1	0.175150627007499	5
DLBCL_RICOVER_120	1	0.0360446916691832	5
DLBCL_C_D_1132_NULLPAIR	1	-0.0279409918977862	5
DLBCL_RICOVER_945	1	0.0641093601505483	5
DLBCL_C_D_1128_NULLPAIR	1	0.181528933158764	5
DLBCL_C_D_1156_NULLPAIR	1	0.0480101478926262	5
DLBCL_C_D_1130_NULLPAIR	1	0.0054026510465852	5
DLBCL_RICOVER_910	1	0.0233212843556119	5
DLBCL_MC_F300_TBF	1	0.0148304505088293	5
DLBCL_C_D_1114_NULLPAIR	1	-0.0056662692291648	5
DLBCL_LS3809	1	-0.0834603098015885	5
DLBCL_MAYO_DLBCL_3653	1	-0.0054232226411711	5
DLBCL_LS378	1	0.0944324134159349	5
DLBCL_MAYO_DLBCL_5613	1	0.181279481893802	5
DLBCL_RICOVER_977	1	0.172526611429492	5
DLBCL_MC_F262_WLC	1	0.0463647522240254	5
DLBCL_LS4394	1	0.0836815490614282	5
DLBCL_RICOVER_694	1	0.0906344357185945	5
DLBCL_RICOVER_1210	2	0.0268632066523969	3
DLBCL_RICOVER_478	2	0.0417933998362419	3
DLBCL_C_D_1106_NULLPAIR	2	0.0431323758642095	3
DLBCL_RICOVER_401	2	0.0987096796114766	3
DLBCL_RICOVER_948	2	0.129772167529627	3
DLBCL_C_D_1126_NULLPAIR	2	0.11073727018108	3
DFCIDL003_DT	2	0.0968872108080637	3
DLBCL_RICOVER_678	2	-0.0255733958822822	3
DLBCL_RICOVER_822	2	0.0732458692280112	3
DLBCL_C_D_1119_NULLPAIR	2	0.15370345370097	3
DLBCL_RICOVER_1169	2	0.105628566878218	3
DLBCL_RICOVER_623	2	0.0881385230721926	3
DLBCL_RICOVER_787	2	-0.0506942613050526	3
DLBCL_C_D_1117_NULLPAIR	2	0.135287868679779	3
DLBCL_RICOVER_107	2	-0.128430415951311	3
DLBCL_LS1921	2	0.172630924662368	3
DLBCL_C_D_PAIR9	2	0.228474985217447	3
DLBCL_C_D_1136_NULLPAIR	2	0.137881443481867	3
DLBCL_MC_F500_ECU	2	0.0684167403065051	3
DLBCL_RICOVER_780	2	0.103407698148053	3
DLBCL_C_D_PAIR5	2	0.253269038460332	3
DLBCL_C_D_1108_NULLPAIR	2	0.0087370312245797	3
DLBCL_LS3309	2	0.0026047447948732	3
DLBCL_RICOVER_174	2	-0.0305985758472161	3
DLBCL_C_D_PAIR13	2	0.136283149347893	3
DLBCL_RICOVER_288	2	-0.0087839946043182	3
DLBCL_DFCI_DLBCL_GOE07	2	0.09076616879794	3
DLBCL_MC_F210_GWC	2	0.101791703794314	3
DLBCL_RICOVER_253	2	-0.0163333715335414	3
DLBCL_LS146	2	0.179231038232992	3
DLBCL_RICOVER_1165	2	0.27173206641147	3
DLBCL_C_D_1131_NULLPAIR	2	0.0501341508166139	3
DLBCL_C_D_1135_NULLPAIR	2	0.0201121095263288	3
DLBCL_LS1065	2	0.173187591055845	3
DLBCL_C_D_1118_NULLPAIR	2	0.102343198521562	3
DLBCL_RICOVER_266	2	0.0270223819426428	3
DLBCL_LS4054	2	0.174398329481635	3
DLBCL_RICOVER_1060	2	0.0093569165062141	3
DLBCL_RICOVER_583	2	0.0829813868760853	3
DLBCL_C_D_PAIR2	2	0.0323792890306035	3
DLBCL_LS3245	2	0.054839543009849	3
DLBCL_C_D_1152_NULLPAIR	2	0.150735438364236	3
DLBCL_RICOVER_839	2	0.112675312277545	3
DLBCL_LS2245	2	0.124167233461002	3
DLBCL_LS2258	2	0.127819602405683	3
DLBCL_RICOVER_126	2	0.319563627914331	3
DLBCL_RICOVER_335	2	-0.012025912942269	3
DLBCL_MC_F089_HCZ	2	0.138813426343414	3
DLBCL_MC_F502_RFK	2	0.0121635141128987	3
DLBCL_RICOVER_773	2	-0.0731824077918907	3
DLBCL_MC_F729_MAN	2	0.0576015189309372	3
DLBCL_MC_F959_ERM	2	0.0383829512575319	3
DLBCL_MC_F496DMP	2	0.0454849046432629	3
DLBCL_RICOVER_105	2	0.033561699085767	3
DLBCL_MAYO_DLBCL_7359	2	0.0318363602480252	3
DLBCL_RICOVER_1235	2	0.198276310035865	3
DLBCL_RICOVER_533	2	0.11717530337833	3
DLBCL_LS88	2	0.0161749159144248	3
DLBCL_LS2089	2	-0.0993489872440706	3
DLBCL_C_D_1149_NULLPAIR	2	0.0751221503765098	3
DLBCL_LS3204	2	0.0717374152312648	3
DLBCL_RICOVER_496	2	0.0846963479686498	3
DLBCL_C_D_PAIR22	2	0.159835526738168	3
DLBCL_MC_F739_AMA3	2	0.0136232484249993	3
DLBCL_RICOVER_299	2	-0.108581239430893	3
DLBCL_LS3749	2	-0.023907632649182	3
DLBCL_LS297	3	0.113104572394086	2
