classifier_name	mean
SV.BCL6	0.6180257510729614
DTX1	0.31187410586552217
CD70	0.1917024320457797
TNFAIP3	0.2675250357653791
NOTCH2	0.15450643776824036
BCL10	0.14878397711015737
B2M	0.24034334763948498
CD58	0.1630901287553648
X5Q.AMP	0.13733905579399142
FAS	0.1859799713876967
UBE2A	0.10872675250357654
ZEB2	0.11587982832618025
BCL7A	0.17310443490701002
TMEM30A	0.14878397711015737
EBF1	0.22889842632331903
GNAI2	0.12446351931330472
NFKBIE	0.09871244635193133
BCL6	0.15164520743919885
SPEN	0.1859799713876967
CXCR4	0.05722460658082976
IKZF3	0.08869814020028613
MYD88.OTHER	0.20743919885550788
POU2F2	0.13590844062947066
TUBGCP5	0.09155937052932761
SMG7	0.045779685264663805
CCDC27	0.034334763948497854
FADD	0.04291845493562232
RHOA	0.08726752503576538
TNIP1	0.06580829756795423
X17P.DEL	0.2632331902718169
TP53	0.44206008583690987
X15Q15.3.DEL	0.25608011444921314
X6Q.DEL	0.2918454935622318
X1P36.32.DEL	0.24606580829756797
X1P36.11.DEL	0.17882689556509299
X11Q.AMP	0.22746781115879827
X1P31.1.DEL	0.15164520743919885
X1P13.1.DEL	0.17453505007153075
X4Q21.22.DEL	0.1630901287553648
X14Q32.31.DEL	0.15021459227467812
X2P16.1.AMP	0.30758226037195996
X21Q.AMP	0.17167381974248927
X4Q35.1.DEL	0.14449213161659513
X8Q24.22.AMP	0.21745350500715308
X9P21.3.DEL	0.1888412017167382
X9Q21.13.DEL	0.1072961373390558
X16Q12.1.DEL	0.11731044349070101
X2Q22.2.DEL	0.11731044349070101
X8Q12.1.DEL	0.13876967095851217
X5P.AMP	0.18025751072961374
X19P13.2.DEL	0.12017167381974249
X13Q34.DEL	0.10872675250357654
X10Q23.31.DEL	0.1301859799713877
X12P13.2.DEL	0.08583690987124463
X3Q28.DEL	0.07582260371959942
X12P.AMP	0.2017167381974249
X13Q14.2.DEL	0.12875536480686695
X18Q21.32.AMP	0.09298998569384835
X1Q42.12.DEL	0.09155937052932761
X18Q23.DEL	0.10157367668097282
X7Q22.1.AMP	0.10586552217453506
X3P21.31.DEL	0.17167381974248927
X11P.AMP	0.1659513590844063
X7P.AMP	0.34048640915593703
X19P13.3.DEL	0.19742489270386265
X6P.AMP	0.21602288984263232
X17Q24.3.AMP	0.1459227467811159
X13Q.AMP	0.1630901287553648
X3Q28.AMP	0.07296137339055794
X9P24.1.AMP	0.18454935622317598
X19Q13.32.DEL	0.05150214592274678
EP300	0.1917024320457797
X11Q23.3.AMP	0.13590844062947066
X7Q.AMP	0.30042918454935624
ZNF423	0.058655221745350504
X12Q.AMP	0.22031473533619456
X1Q.AMP	0.25894134477825465
X17Q25.1.DEL	0.08011444921316166
X6P21.1.AMP	0.07582260371959942
X1Q23.3.AMP	0.11158798283261803
X9Q.AMP	0.12017167381974249
SV.BCL2	0.4678111587982833
BCL2	0.31187410586552217
CREBBP	0.3648068669527897
TNFRSF14	0.30185979971387694
EZH2	0.1859799713876967
HVCN1	0.05150214592274678
KMT2D	0.6180257510729614
IRF8	0.1759656652360515
GNA13	0.1917024320457797
MAP2K1	0.07010014306151645
SV.MYC	0.20600858369098712
SOCS1	0.24606580829756797
PTEN	0.07582260371959942
MEF2C	0.04005722460658083
MEF2B	0.17167381974248927
EEF1A1	0.08869814020028613
POU2AF1	0.06151645207439199
HIST1H1E	0.38197424892703863
SGK1	0.2575107296137339
DUSP2	0.2575107296137339
LTB	0.1659513590844063
KLHL6	0.20600858369098712
ZFP36L1	0.19027181688125894
HIST1H2BC	0.13304721030042918
CD83	0.11731044349070101
NFKBIA	0.09871244635193133
TET2	0.1072961373390558
BRAF	0.10300429184549356
HIST1H1C	0.26609442060085836
PTPN6	0.0944206008583691
YY1	0.06580829756795423
CRIP1	0.04291845493562232
RAC2	0.05007153075822604
HIST1H1B	0.18311874105865522
HIST1H2AM	0.14878397711015737
STAT3	0.16165951359084407
HIST1H1D	0.14878397711015737
ACTB	0.2117310443490701
SESN3	0.030042918454935622
PABPC1	0.04005722460658083
KRAS	0.0715307582260372
HIST1H2AC	0.16165951359084407
CD274	0.05150214592274678
METAP1D	0.02145922746781116
X18Q.AMP	0.4678111587982833
PIM1	0.6080114449213162
X3Q.AMP	0.3090128755364807
MYD88	0.4492131616595136
X3P.AMP	0.2117310443490701
BTG1	0.4005722460658083
CD79B	0.31759656652360513
MYD88.L265P	0.25178826895565093
X18P.AMP	0.27896995708154504
IGLL5	0.21316165951359084
X19Q.AMP	0.18025751072961374
ETV6	0.17453505007153075
TBL1XR1	0.21888412017167383
BTG2	0.3032904148783977
X19Q13.42.AMP	0.1659513590844063
TMSB4X	0.30042918454935624
X6Q21.DEL	0.12017167381974249
PRDM1	0.18741058655221746
GRHPR	0.1044349070100143
HLA.B	0.24320457796852646
CARD11	0.3104434907010014
HLA.A	0.1859799713876967
IRF2BP2	0.20457796852646637
OSBPL10	0.22889842632331903
TOX	0.10300429184549356
HLA.C	0.06866952789699571
PIM2	0.11015736766809728
X18Q22.2.AMP	0.06723891273247497
X6Q14.1.DEL	0.060085836909871244
SF3B1	0.05150214592274678
ZC3H12A	0.09155937052932761
ATP2A2	0.027181688125894134
X6P21.33.DEL	0.2632331902718169
X1Q32.1.AMP	0.09728183118741059
BCL11A	0.09728183118741059
IRF4	0.12303290414878398
LYN	0.06723891273247497
ETS1	0.13447782546494993
